12	18
12	41
12	57
12	62
12	235
12	278
12	291
12	338
12	456
12	614
12	648
12	711
12	875
12	988
12	1469
12	1507
12	1688
12	1974
12	2167
12	2241
12	2391
12	2518
12	2666
12	2672
12	2862
12	3264
12	3302
12	3373
12	3479
12	3522
12	3844
12	3936
12	4598
12	4849
12	5215
12	5380
12	5561
12	5616
12	6975
12	7224
12	7497
12	8450
12	8922
12	9119
12	10038
12	10078
12	10237
12	10343
12	10522
12	10706
12	10781
12	10960
12	11162
12	11346
12	13032
12	13227
12	13349
12	13370
12	13391
12	13403
12	13582
12	13714
12	14823
12	18713
12	22203
12	24263
12	25493
12	28513
12	29353
12	37573
12	37613
12	41873
12	46273
12	50713
12	59873
12	62423
12	65073
12	68153
12	82063
12	82473
12	146663
12	183813
12	187063
12	267143
12	336113
12	392703
12	406073
12	414853
12	418753
12	451643
12	461053
12	472583
12	519493
12	557543
12	571323
12	607493
12	607833
12	613453
12	613873
12	614833
12	615243
12	616113
12	616253
12	621483
12	628993
12	629883
12	635013
12	642873
12	645813
12	646033
12	651623
12	652903
12	654943
12	655223
12	662323
12	662623
12	665403
12	668473
12	676063
12	676413
12	680993
12	687263
12	687733
12	690973
12	696513
12	697793
12	701713
12	703433
12	711573
12	716923
12	732773
12	743683
12	743743
12	750823
12	753963
12	754747
12	755068
12	755452
12	755756
12	758983
12	759195
12	760998
12	761080
12	763231
12	763493
12	763731
12	765929
12	768935
12	770029
12	770702
12	771630
12	772798
12	773796
12	774458
12	774745
12	774909
12	775035
12	776197
12	777560
12	784964
12	786022
12	786535
12	787051
12	788098
12	793023
12	793355
12	794245
12	794361
12	794748
12	795193
12	795649
12	802641
12	804204
12	804827
12	806001
12	806232
12	806280
12	806689
12	806975
12	807976
12	811462
12	815632
12	815897
12	816166
12	816914
12	817288
12	817316
12	819039
12	821336
12	823011
12	856101
12	856181
12	873731
12	874731
12	877361
12	880771
12	882901
12	884271
12	884681
12	893211
12	894991
12	905851
12	911351
12	915051
12	915281
12	919881
12	925121
12	942561
12	942681
12	959551
12	960311
12	961201
12	967721
12	972651
12	974821
12	977111
12	986341
12	992761
12	993201
12	999081
12	1000321
12	1002351
12	1004371
12	1016301
12	1018931
12	1039301
12	1050111
12	1058241
12	1064531
12	1070441
12	1089341
12	1113801
12	1126571
12	1156961
12	1159221
12	1187441
12	1190051
12	1190411
12	1210021
12	1237291
12	1257151
12	1259461
12	1262421
12	1270781
12	1292941
12	1300051
12	1304301
12	1362141
12	1383641
12	1461861
12	1467871
12	1479261
12	1500351
12	1514451
12	1520541
12	1565991
12	1567511
12	1593071
12	1619051
12	1646141
12	1659331
12	1675581
12	1682321
12	1692901
12	1711171
12	1724661
12	1778241
12	1796581
12	1798331
12	1814861
12	1862141
12	1896891
12	1910921
12	1926981
12	1942361
12	1993721
12	2003881
12	2022671
12	2039131
12	2049211
12	2049521
12	2069791
12	2074691
12	2095491
12	2118301
12	2147161
12	2171511
12	2179211
12	2205491
12	2234241
12	2253551
12	2253991
12	2285491
12	2370441
12	2533541
12	2541771
12	2577401
12	2595541
12	2681811
12	2683161
12	2752601
12	2764521
12	2766721
12	2785961
12	2822851
12	2829091
12	2847471
12	2950361
12	2969491
12	2981361
12	3038461
12	3103101
12	3133301
12	3140001
12	3171031
12	3181451
12	3185411
12	3214591
12	3228171
12	3233411
12	3259651
12	3263781
12	3303571
12	3311071
12	3347551
12	3365561
12	3389131
12	3424081
12	3457881
12	3468401
12	3492361
12	3516311
12	3536301
12	3541471
12	3551301
12	3573421
12	3598131
12	3640861
12	3659311
12	3737281
12	3759441
12	3785081
12	3789291
12	3832781
12	3840881
12	3851311
12	3856841
12	3888491
12	4013181
12	4021251
12	4031141
12	4077361
12	4089911
12	4127661
12	4148811
12	4158281
12	4175261
12	4276531
12	4277951
12	4423711
12	4469701
12	4477941
12	4553901
12	4566851
12	4792161
12	4812341
12	4840981
12	4898501
12	4952751
12	4959461
12	4994981
12	5082811
12	5086301
12	5117331
12	5127211
12	5134001
12	5145811
12	5173921
12	5212511
12	5226191
12	5247271
12	5293092
12	5328352
12	5376702
12	5378272
12	5398092
12	5416322
12	5444372
12	5446902
12	5464922
12	5465722
12	5478542
12	5489202
12	5489892
12	5492382
12	5496862
12	5499762
12	5510042
12	5510882
12	5518042
12	5520482
12	5546832
12	5553632
12	5564682
12	5574862
12	5590692
12	5632862
12	5635062
12	5640382
12	5660922
12	5667072
12	5695632
12	5704232
12	5719972
12	5732472
12	5741242
12	5748742
12	5753692
12	5754822
12	5760422
12	5771082
12	5799272
12	5800542
12	5800852
12	5811472
12	5822882
12	5826682
12	5839722
12	5841382
12	5842232
12	5862302
12	5869052
12	5874452
12	5881282
12	5882132
12	5882252
12	5887082
12	5904132
12	5907142
12	5923772
12	5932462
12	5958242
12	5973352
12	5981342
12	5995882
12	5997562
12	5998452
12	6008522
12	6009432
12	6010622
12	6013402
12	6015992
12	6021402
12	6022312
12	6023952
12	6044892
12	6114542
12	6127572
12	6141322
12	6142322
12	6157462
12	6169822
12	6194982
12	6203892
12	6208672
12	6213902
12	6238742
12	6255692
12	6277502
12	6279282
12	6285782
12	6288762
12	6320212
12	6323672
12	6325362
12	6325682
12	6327412
12	6362172
12	6366142
12	6368232
12	6374822
12	6388782
12	6396082
12	6419542
12	6419662
12	6420652
12	6427712
12	6429102
12	6431392
12	6432582
12	6443172
12	6444242
12	6445762
12	6447392
12	6454262
12	6458452
12	6475602
12	6481902
12	6538502
12	6542602
12	6545852
12	6578102
12	6580272
12	6582922
12	6602772
12	6602792
12	6602832
12	6622092
12	6632702
12	6648712
12	6649292
12	6652352
12	6654702
12	6670372
12	6682202
12	6685952
12	6690332
12	6705822
12	6712022
12	6723292
12	6733222
12	6761482
12	6769742
12	6774722
12	6775882
12	6776022
12	6782462
12	6802502
12	6806472
12	6813882
12	6845472
12	6869412
12	6872082
12	6878332
12	6893912
12	6897092
12	6897212
12	6956842
12	6958662
12	6960202
12	6963992
12	6965402
12	6967392
12	6969312
12	6977822
12	7005032
12	7010292
12	7017692
12	7022392
12	7029452
12	7035312
12	7051842
12	7060222
12	7060312
12	7067082
12	7104242
12	7106152
12	7113522
12	7124132
12	7130282
12	7133762
12	7137922
12	7159362
12	7177402
12	7178172
12	7191802
12	7215812
12	7244632
12	7255992
12	7293912
12	7308052
12	7326012
12	7351052
12	7351752
12	7357552
12	7357742
12	7357902
12	7361842
12	7362842
12	7372402
12	7372732
12	7378682
12	7380972
12	7389182
12	7389282
12	7419512
12	7422652
12	7425482
12	7434272
12	7438282
12	7445642
12	7459182
12	7462902
12	7467062
12	7474552
12	7479282
12	7491102
12	7491462
12	7511602
12	7513452
12	7520132
12	7524472
12	7524902
12	7529962
12	7530452
12	7541122
12	7545142
12	7546422
12	7549722
12	7553832
12	7585062
12	7586152
12	7587372
12	7594332
12	7606742
12	7609802
12	7609922
12	7612042
12	7612852
12	7613832
12	7620962
12	7626772
12	7632722
12	7637842
12	7646102
12	7655962
12	7674792
12	7689912
12	7690552
12	7691162
12	7702192
12	7712452
12	7716402
12	7718562
12	7738412
12	7746692
12	7752402
12	7761652
12	7765102
12	7766262
12	7781612
12	7785872
12	7808572
12	7820342
12	7825982
12	7832572
12	7851222
12	7868522
12	7880712
12	7884282
12	7885302
12	7894022
12	7894162
12	7899242
12	7913932
12	7914442
12	7920812
12	7939282
12	7940222
12	7943852
12	7945202
12	7951342
12	7957942
12	7962562
12	7974522
12	7978712
12	7991302
12	8007092
12	8011432
12	8013042
12	8037372
12	8053432
12	8062112
12	8063592
12	8063662
12	8074932
12	8075962
12	8077262
12	8077942
12	8082562
12	8085642
12	8086672
12	8090742
12	8107232
12	8128092
12	8148022
12	8149172
12	8171172
12	8180752
12	8184402
12	8186452
12	8198682
12	8237082
12	8246902
12	8248912
12	8251302
12	8252502
12	8260602
12	8288362
12	8289222
12	8293262
12	8298392
12	8303252
12	8348632
12	8370672
12	8395922
12	8396932
12	8402052
12	8414712
12	8424672
12	8426442
12	8428372
12	8434542
12	8436072
12	8439562
12	8452892
12	8454312
12	8462032
12	8466092
12	8466692
12	8479532
12	8495662
12	8508242
12	8517592
12	8517622
12	8518712
12	8538432
12	8559822
12	8565672
12	8570392
12	8597622
12	8599032
12	8610562
12	8617772
12	8626352
12	8630802
12	8638922
12	8665292
12	8688102
12	8691932
12	8695392
12	8697132
12	8699362
12	8716782
12	8731562
12	8746642
12	8758862
12	8793752
12	8796392
12	8796992
12	8858842
12	8894422
12	8901382
12	8908662
12	8915962
12	8933942
12	8948962
12	8950132
12	8973422
12	9010062
12	9023452
12	9028612
12	9041702
12	9063322
12	9091282
12	9093352
12	9098822
12	9102612
12	9109122
12	9113342
12	9115322
12	9128532
12	9140392
12	9151662
12	9153502
12	9160152
12	9160832
12	9165802
12	9175762
12	9185022
12	9188562
12	9196392
12	9215872
12	9228962
12	9229252
12	9238172
12	9240442
12	9255062
12	9274492
12	9280762
12	9281262
12	9304522
12	9306992
12	9307162
12	9318702
12	9319872
12	9334552
12	9338582
12	9342522
12	9344692
12	9358602
12	9362062
12	9381632
12	9382222
12	9385742
12	9388902
12	9398402
12	9406272
12	9416572
12	9438712
12	9465382
12	9506242
12	9508692
12	9515922
12	9522672
12	9532292
12	9550092
12	9553722
12	9564442
12	9585102
12	9598612
12	9598752
12	9598762
12	9608032
12	9612772
12	9632982
12	9633202
12	9650622
12	9657692
12	9668852
12	9670452
12	9676722
12	9678502
12	9679602
12	9684452
12	9685592
12	9695062
12	9697042
12	9717472
12	9722742
12	9723312
12	9741552
12	9742462
12	9743882
12	9781922
12	9793612
12	9804142
12	9826702
12	9842652
12	9844432
12	9850342
12	9874412
12	9876822
12	9891452
12	9897392
12	9903182
12	9915252
12	9919192
12	9925822
12	9941282
12	9958452
12	9963392
12	9974402
12	9974862
12	9975542
12	9978162
12	9982292
12	9985352
12	9989272
12	10001372
12	10039022
12	10039262
12	10051732
12	10059672
12	10068382
12	10073712
12	10079222
12	10079572
12	10079702
12	10107392
12	10109712
12	10115352
12	10118102
12	10119322
12	10126492
12	10129702
12	10134092
12	10138752
12	10141862
12	10156142
12	10156542
12	10173822
12	10176722
12	10191292
12	10199372
12	10239702
12	10241122
12	10262282
12	10263132
12	10288482
12	10300282
12	10315172
12	10322152
12	10323252
12	10324062
12	10337602
12	10338982
12	10351232
12	10374752
12	10394242
12	10402652
12	10424452
12	10432592
12	10454862
12	10455492
12	10460732
12	10465032
12	10465912
12	10469482
12	10473842
12	10482452
12	10492332
12	10493922
12	10495272
12	10499812
12	10504552
12	10528592
12	10534892
12	10554002
12	10562032
12	10567552
12	10578292
12	10625072
12	10645312
12	10673882
12	10676282
12	10687712
12	10697132
12	10697172
12	10698882
12	10710802
12	10714822
12	10741972
12	10756512
12	10765102
12	10772762
12	10785032
12	10793182
12	10796482
12	10801522
12	10811122
12	10823972
12	10838392
12	10846402
12	10859282
12	10860062
12	10871482
12	10882582
12	10884312
12	10899562
12	10935192
12	10942122
12	10953492
12	10965892
12	10980362
12	10988782
12	10996972
12	10999462
12	11022662
12	11023552
12	11039482
12	11043702
12	11045452
12	11055002
12	11071002
12	11089602
12	11102902
12	11104772
12	11108762
12	11109132
12	11114042
12	11119492
12	11120172
12	11132142
12	11139702
12	11143062
12	11153442
12	11174202
12	11175972
12	11178612
12	11202552
12	11231302
12	11259252
12	11267122
12	11267652
12	11269582
12	11271222
12	11277402
12	11289022
12	11319972
12	11337042
12	11350342
12	11364652
12	11380362
12	11396522
12	11403902
12	11406832
12	11415092
12	11415692
12	11419012
12	11421812
12	11423592
12	11423772
12	11428752
12	11496862
12	11504052
12	11507072
12	11519102
12	11529372
12	11535092
12	11537382
12	11547242
12	11550142
12	11562312
12	11590172
12	11591992
12	11637292
12	11637452
12	11644922
12	11650332
12	11687802
12	11695992
12	11698972
12	11710182
12	11718602
12	11726242
12	11778342
12	11778562
12	11784782
12	11791912
12	11793962
12	11799762
12	11801192
12	11816412
12	11816712
12	11818192
12	11818522
12	11827872
12	11837022
12	11844052
12	11851672
12	11867332
12	11874102
12	11886822
12	11898222
12	11918332
12	11918372
12	11918552
12	11920752
12	11925512
12	11942192
12	11953352
12	11972162
12	11995822
12	12003622
12	12005652
12	12014702
12	12033542
12	12039902
12	12052632
12	12056872
12	12059582
12	12083092
12	12089392
12	12102852
12	12103292
12	12120582
12	12130552
12	12131012
12	12134682
12	12138882
12	12162232
12	12164592
12	12193642
12	12197552
12	12201172
12	12212802
12	12223682
